RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
483,Kaleb Johnson   PIT,RB,10,-0.2,0.1,,2.2,BYE,1.5,,,1.3,0.3,1.5,,0.3,0.4,0.4,,,0.8,7.8
484,David Martin-Robinson   TEN,TE,14,0.0,,0.0,,0.0,6.1,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.5,7.6
485,Will Shipley   PHI,RB,14,2.6,,,0.0,0.4,0.0,0.7,0.2,BYE,3.4,0.0,0.0,1.1,0.3,0.0,-1.7,0.2,0.5,7.2
485,Cam Akers   SEA,RB,3,,,1.9,,5.3,,,BYE,,,,,,,,,0.0,2.4,7.2
487,Trayveon Williams   CLE,RB,6,,,,,,,,,BYE,0.0,-0.1,,,0.0,0.7,5.5,1.0,1.2,7.1
488,Cade Stover   HOU,TE,8,2.2,,,,,BYE,,,,,0.0,0.0,1.9,0.0,2.2,0.7,0.0,0.9,7.0
488,Jaydon Blue   DAL,RB,4,,,,,0.7,0.0,3.4,2.9,,BYE,,,,,,,,1.8,7.0
490,Ray-Ray McCloud III   NYG,WR,6,5.1,0.0,2.0,-0.7,,,,,0.5,0.0,,,,BYE,,,,1.2,6.9
490,C.J. Ham   MIN,RB,10,,,,,0.0,BYE,0.5,,,0.0,0.0,0.0,0.0,0.0,6.1,0.3,0.0,0.7,6.9
492,Xavier Weaver   ARI,WR,8,,,,0.0,,,0.0,BYE,0.0,,1.5,0.9,0.0,,,1.9,2.4,0.8,6.7
493,DJ Giddens   IND,RB,8,4.1,0.0,0.3,0.0,2.2,0.0,0.0,,,,BYE,,,,,,0.0,0.8,6.6
493,Devin Culp   TB,TE,11,,,,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,6.6,,,0.6,6.6
495,Arian Smith   NYJ,WR,15,0.0,-0.2,0.2,0.0,1.4,0.0,0.0,2.3,BYE,1.3,0.0,0.8,,0.0,0.0,0.0,0.5,0.4,6.3
496,Joe Milton III   DAL,QB,3,,,0.6,,,,,6.3,,BYE,,,,,,-0.9,,2.0,6.1
497,Charlie Jones   CIN,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,BYE,0.0,0.0,0.0,0.0,0.0,,,0.4,6.0
497,James Proche II   TEN,WR,8,,,,,,,,0.0,0.0,BYE,,4.2,1.3,0.0,0.0,0.0,0.5,0.8,6.0
499,Darius Cooper   PHI,WR,12,0.0,0.0,0.0,,,,,0.0,BYE,0.0,0.0,0.7,0.0,1.9,2.9,0.0,0.4,0.5,5.9
499,Foster Moreau   NO,TE,11,,,,,0.0,0.9,0.0,0.0,0.0,1.6,BYE,0.0,1.3,1.6,0.0,0.5,,0.5,5.9
501,Alec Ingold   MIA,RB,16,0.1,1.3,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.6,0.0,BYE,0.0,0.0,0.4,0.9,0.0,0.4,5.8
501,AJ Dillon   PHI,RB,6,1.0,1.9,0.0,1.7,1.2,0.0,,,BYE,,,,,,,,,1.0,5.8
503,Cooper Rush   BAL,QB,4,,-0.4,,2.1,4.2,-0.1,BYE,,,,,,,,,,,1.4,5.7
503,Hassan Haskins   LAC,RB,12,0.0,0.0,0.0,0.0,1.5,2.3,0.5,,0.0,0.0,,BYE,,0.0,,1.4,0.0,0.5,5.7
505,Grant Calcaterra   PHI,TE,14,0.0,0.6,0.0,1.6,1.8,,,0.0,BYE,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.3,0.4,5.5
506,Tahj Brooks   CIN,RB,12,0.0,0.0,1.7,0.0,,,0.0,0.0,0.1,BYE,0.5,0.5,,,0.0,0.7,1.9,0.5,5.4
506,Gage Larvadain   CLE,WR,12,,,,,0.0,2.2,0.0,0.3,BYE,0.0,0.0,0.0,0.3,1.8,0.8,0.0,0.0,0.4,5.4
508,Scotty Miller   PIT,WR,12,0.0,0.0,0.0,0.0,BYE,0.0,0.9,,,,0.0,0.0,,0.0,0.0,1.9,2.5,0.4,5.3
508,Robbie Chosen   WAS,WR,3,,,,,,,3.6,,,1.7,0.0,BYE,,,,,,1.8,5.3
510,Stone Smartt   NYJ,TE,8,,,,0.0,,0.0,,,BYE,0.0,,,0.0,0.0,0.0,3.4,1.8,0.7,5.2
510,Trey Lance   LAC,QB,3,,,,,2.9,,,,,,1.6,BYE,0.8,,,,,1.7,5.2
512,Anthony Firkser   DET,TE,6,,,,,,,,BYE,,,,0.0,0.4,0.7,0.0,4.0,0.0,0.9,5.1
513,Quintin Morris   JAC,TE,12,,0.0,,0.0,0.0,0.0,,BYE,,0.0,1.1,0.0,1.4,0.0,2.0,0.5,0.0,0.4,5.0
514,Charlie Woerner   ATL,TE,16,0.0,0.0,-0.5,0.0,BYE,0.0,0.0,0.0,0.0,1.4,0.0,2.4,0.0,0.0,1.2,0.3,0.0,0.3,4.8
514,Dareke Young   SEA,WR,8,,0.0,1.2,0.0,3.6,0.0,0.0,BYE,,,,,,,,0.0,0.0,0.6,4.8
514,Mason Kinsey   TEN,WR,9,,,,,,,0.0,0.0,0.0,BYE,1.4,0.0,,0.0,0.0,0.0,3.4,0.5,4.8
517,Dante Pettis   NO,WR,7,,,,,,,,,,0.0,BYE,1.4,0.0,0.0,0.0,0.0,3.3,0.7,4.7
518,Zamir White   LV,RB,4,0.8,1.3,2.3,,,,,BYE,,,,,,,,,0.2,1.2,4.6
518,Ronnie Rivers   LAR,RB,6,,,,,,,0.0,BYE,,,,,0.0,4.1,0.0,0.0,0.5,0.8,4.6
518,Austin Trammell   JAC,WR,6,,,,,,,,BYE,0.0,3.3,1.3,0.0,0.0,0.0,,,,0.8,4.6
521,Corey Kiner   ARI,RB,3,,,,,,,,BYE,,,,,,,1.1,3.2,0.2,1.5,4.5
522,Cedrick Wilson Jr.   MIA,WR,9,,,,,,,,0.2,0.7,0.0,0.0,BYE,1.6,0.0,0.0,1.1,0.8,0.5,4.4
523,Evan Hull   NO,RB,5,,,,,,,,,,,BYE,,1.5,1.0,1.2,0.3,0.3,0.9,4.3
524,Dee Eskridge   MIA,WR,13,0.9,0.8,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,BYE,0.0,0.0,0.0,0.0,,0.3,4.2
524,Dylan Drummond   ATL,WR,8,,,,,BYE,,,0.0,0.0,,,1.8,0.3,2.1,0.0,0.0,0.0,0.5,4.2
524,Brenden Bates   CLE,TE,8,,,,0.0,2.3,,0.0,,BYE,,0.0,0.0,,,0.0,0.0,1.9,0.5,4.2
527,Eric Saubert   SEA,TE,10,0.0,0.0,1.2,0.0,0.0,0.0,0.0,BYE,,,,,,,0.9,2.0,0.0,0.4,4.1
527,Xavier Restrepo   TEN,WR,2,,,,,,,,,,BYE,,2.6,1.5,,,,,2.1,4.1
529,Julius Chestnut   TEN,RB,16,0.2,0.0,2.6,0.0,0.3,0.0,0.0,0.5,0.0,BYE,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.3,4.0
529,Nathan Carter   ATL,RB,3,,0.0,2.6,,BYE,,,1.4,,,,,,,,,,1.3,4.0
531,Braxton Berrios   HOU,WR,4,,,,,,BYE,-0.1,3.8,0.0,0.0,,,,,,,,0.9,3.7
532,Albert Okwuegbunam Jr.   LV,TE,1,,,,,3.6,,,BYE,,,,,,,,,,3.6,3.6
532,Tom Kennedy   DET,WR,5,,,,,,,,BYE,,,,,3.6,0.0,0.0,0.0,0.0,0.7,3.6
534,Jalin Hyatt   NYG,WR,8,,,0.0,0.0,0.0,1.7,0.0,,0.0,,1.8,,,BYE,0.0,,,0.4,3.5
535,Velus Jones Jr.   SEA,WR,6,0.0,,0.0,0.0,0.0,,,BYE,,,,,,3.2,0.0,,,0.5,3.2
535,Nikko Remigio   KC,WR,14,0.0,2.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,,0.0,0.0,,0.2,3.2
535,Deven Thompkins   ATL,WR,6,,,,,BYE,0.0,,,,,,,2.8,0.4,0.0,0.0,0.0,0.5,3.2
538,KhaDarel Hodge   ATL,WR,11,0.0,0.0,0.0,,BYE,0.0,0.0,3.1,0.0,0.0,0.0,0.0,,,0.0,,,0.3,3.1
538,Jalen Brooks   ARI,WR,5,,,,,0.0,,,BYE,,,,,,3.2,-0.1,0.0,0.0,0.6,3.1
540,Justin Watson   HOU,WR,2,2.7,0.3,,,,BYE,,,,,,,,,,,,1.5,3.0
541,Tyler Goodson   IND,RB,10,,,0.6,0.0,,,,0.2,0.8,0.4,BYE,0.0,0.0,0.0,0.0,0.9,,0.3,2.9
541,Teddy Bridgewater   TB,QB,4,,,,,,,-0.1,0.0,BYE,,-0.1,3.1,,,,,,0.7,2.9
543,James Mitchell   CAR,TE,4,,,,1.7,1.1,0.0,,,,,,,0.0,BYE,,,,0.7,2.8
544,Dylan Laube   LV,RB,16,0.0,1.7,0.2,0.0,0.0,0.0,0.4,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,2.7
545,Dameon Pierce   KC,RB,4,0.5,,,,2.1,,,0.0,,0.0,,,,,,,,0.7,2.6
545,Devin Duvernay   CHI,WR,16,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.2,2.6
545,Jordan Watkins   SF,WR,5,,,,,,,,0.7,1.9,0.0,,,,BYE,0.0,0.0,,0.5,2.6
545,Tyson Bagent   CHI,QB,3,,1.8,,,BYE,,,,0.8,,0.0,,,,,,,0.9,2.6
549,Tai Felton   MIN,WR,13,0.0,,0.9,0.0,0.0,BYE,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.6,,0.2,2.5
549,Beaux Collins   NYG,WR,9,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.8,0.0,,,,,BYE,,,,0.3,2.5
549,Durham Smythe   CHI,TE,16,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.2,0.0,0.0,1.1,0.2,2.5
549,Jonathan Mingo   DAL,WR,5,,,,,,,,,,BYE,,0.0,,0.0,2.5,0.0,0.0,0.5,2.5
553,Ty Chandler   MIN,RB,2,0.0,,,,,BYE,,,,,,,,,,,2.4,1.2,2.4
554,Tay Martin   WAS,WR,3,,,,1.4,0.9,0.0,,,,,,BYE,,,,,,0.8,2.3
554,Mitchell Trubisky   BUF,QB,3,,1.0,,,,,BYE,0.9,,0.4,,,,,,,,0.8,2.3
556,Clyde Edwards-Helaire   KC,RB,2,,,,,,,,,0.5,BYE,,1.7,,,,,,1.1,2.2
557,Trent Sherfield Sr.   ARI,WR,12,0.3,0.3,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.2,2.1
557,DeeJay Dallas   JAC,RB,4,,,,,0.0,0.0,,BYE,,,,,,,,0.0,2.1,0.5,2.1
559,Shane Zylstra   DET,TE,4,0.0,,,,,,,BYE,,,,,,,0.0,2.0,0.0,0.5,2.0
559,Jake Bobo   SEA,WR,10,,0.0,0.0,1.7,0.0,0.0,0.3,BYE,,,,0.0,,0.0,0.0,,0.0,0.2,2.0
559,Jacardia Wright   SEA,RB,1,,,2.0,,,,,BYE,,,,,,,,,,2.0,2.0
559,Jared Wayne   HOU,WR,1,,,,,,BYE,,2.0,,,,,,,,,,2.0,2.0
563,Tucker Fisk   LAC,TE,10,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.7,0.0,BYE,0.0,,,,,0.2,1.9
564,Tanner McKee   PHI,QB,3,,,,,,,,-0.2,BYE,,,,,,2.2,-0.2,,0.6,1.8
564,Tip Reiman   ARI,TE,5,1.0,0.0,0.8,0.0,0.0,,,BYE,,,,,,,,,,0.4,1.8
564,Colson Yankoff   WAS,TE,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.4,BYE,1.4,0.0,0.0,,0.0,0.1,1.8
567,Roschon Johnson   CHI,RB,6,,0.0,0.0,0.0,BYE,0.6,1.1,,,,0.0,,,,,,,0.3,1.7
567,David Moore   CAR,WR,4,0.0,0.0,0.5,1.2,,,,,,,,,,BYE,,,,0.4,1.7
567,Zaire Mitchell-Paden   NO,TE,8,0.0,0.0,0.0,0.0,0.3,0.0,,,,1.4,BYE,0.0,,,,,,0.2,1.7
570,Will Mallory   IND,TE,2,,,,,0.0,,,,,,BYE,,,,,,1.6,0.8,1.6
571,Lucas Krull   DEN,TE,4,0.6,0.0,0.9,,,,,0.0,,,,BYE,,,,,,0.4,1.5
571,Tim Jones   JAC,WR,4,0.0,0.0,,,,,,BYE,1.5,0.0,,,,,,,,0.4,1.5
571,British Brooks   HOU,RB,12,,,,0.0,1.5,BYE,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5
574,Zach Wilson   MIA,QB,3,1.6,,,,,,,0.0,,,,BYE,,-0.2,,,,0.5,1.4
575,Alex Bachman   LV,WR,12,0.0,0.0,0.0,,0.9,0.0,0.0,BYE,0.0,0.0,,0.0,0.0,,,0.3,0.0,0.1,1.2
575,Ben Sims   MIN,TE,8,,,,,,0.0,,,,0.0,,0.0,0.0,0.9,0.0,0.0,0.3,0.2,1.2
575,D'Ernest Johnson   NE,RB,5,,,,,,,0.0,,,0.1,0.6,,,BYE,,0.0,0.5,0.2,1.2
575,Joshua Dobbs   NE,QB,3,,,,-0.2,,,0.3,,,,,,,BYE,,,1.1,0.4,1.2
575,Anthony Richardson Sr.   IND,QB,2,,,-0.1,,1.3,,,,,,BYE,,,,,,,0.6,1.2
580,Jacob Saylors   DET,RB,11,0.0,0.0,0.0,1.1,0.0,,0.0,BYE,0.0,,0.0,0.0,,0.0,,0.0,,0.1,1.1
580,Payne Durham   TB,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.1,1.1
580,Josh Williams   TB,RB,2,,,,,0.0,,,1.1,BYE,,,,,,,,,0.6,1.1
580,Sal Cannella   CLE,TE,1,,,,,,,,,BYE,,,,,,,,1.1,1.1,1.1
584,Moliki Matavao   NO,TE,5,0.0,0.0,,0.0,,,,,,,BYE,,,,,0.0,1.0,0.2,1.0
584,Kylen Granson   PHI,TE,16,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
584,Khalil Herbert   NYJ,RB,4,,,,,0.0,,,,BYE,,,,,0.0,0.5,,0.5,0.3,1.0
587,Bryce Oliver   TEN,WR,2,0.8,0.0,,,,,,,,BYE,,,,,,,,0.4,0.8
587,Andre Baccellia   ARI,WR,5,,,,,,,,BYE,,,0.5,0.0,0.0,0.3,0.0,,,0.2,0.8
587,Amar Johnson   LAC,RB,1,,,,,,,,,,,0.8,BYE,,,,,,0.8,0.8
590,Chris Manhertz   NYG,TE,16,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.7
590,Harrison Bryant   HOU,TE,11,,0.0,0.0,0.0,0.5,BYE,0.0,0.0,0.2,0.0,,,,,0.0,0.0,0.0,0.1,0.7
590,Ross Dwelley   DET,TE,10,,,0.0,0.0,0.0,0.0,0.0,BYE,,0.0,0.0,0.0,0.3,0.4,,,,0.1,0.7
590,Cam Grandy   CIN,TE,5,,,0.6,0.0,,,0.0,,,BYE,,,,,0.0,0.1,,0.1,0.7
590,Kalel Mullings   TEN,RB,5,,,,,,,,,,BYE,,0.0,0.0,,0.3,0.0,0.4,0.1,0.7
590,Gardner Minshew II   KC,QB,4,,,,-0.3,,,-0.3,,,BYE,,,,,-0.1,1.4,,0.2,0.7
596,Anthony Gould   IND,WR,11,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,,,BYE,0.0,0.0,0.3,,,,0.1,0.6
596,Josiah Deguara   ARI,TE,11,,0.0,,,,,0.0,BYE,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.6
596,Owen Wright   TB,RB,3,,,,,,0.0,,,BYE,,0.0,0.6,,,,,,0.2,0.6
596,Myles Gaskin   SEA,RB,1,,,,,,,,BYE,,,,,0.6,,,,,0.6,0.6
600,Ben Yurosek   MIN,TE,11,0.0,0.0,0.0,,,BYE,0.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.5
601,Craig Reynolds   NE,RB,6,0.0,0.4,,0.0,0.0,0.0,,,,0.0,,,,BYE,,,,0.1,0.4
601,Feleipe Franks   ATL,QB,11,0.0,,,0.0,BYE,0.2,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,0.0,,0.0,0.4
601,Blake Whiteheart   CLE,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,BYE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
601,Jelani Woods   NYJ,TE,5,,0.0,,,,,,0.0,BYE,,,,,,0.0,0.0,0.4,0.1,0.4
601,Sione Vaki   DET,RB,7,,,0.0,,,,,BYE,0.0,0.4,,,0.0,0.0,0.0,,0.0,0.1,0.4
601,Keleki Latu   BUF,TE,4,,,,,,,BYE,,,,0.4,0.0,0.0,,,,0.0,0.1,0.4
601,Jared Wiley   KC,TE,3,,,,,,,,,,BYE,,,0.4,,,0.0,0.0,0.1,0.4
608,Carter Runyon   LV,TE,10,,,,,0.0,0.0,0.3,BYE,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3
608,Patrick Ricard   BAL,RB,11,,,,,,0.0,BYE,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
610,Reggie Gilliam   BUF,RB,16,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
610,Kendall Milton   CIN,RB,1,,,,,,,,,,BYE,0.2,,,,,,,0.2,0.2
612,Robert Tonyan   KC,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.1
612,Pharaoh Brown   ARI,TE,6,,,,,,,,BYE,,,0.0,0.0,0.0,0.0,0.1,0.0,,0.0,0.1
612,Malik Cunningham   DET,QB,1,,,,,,,,BYE,,,,,,0.1,,,,0.1,0.1
612,Drew Lock   SEA,QB,5,,,0.5,,,,,BYE,0.0,-0.4,,,0.0,0.0,,,,0.0,0.1
616,Teagan Quitoriano   ATL,TE,14,0.0,0.0,0.0,0.0,BYE,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Justin Shorter   LV,WR,5,0.0,,0.0,0.0,,0.0,0.0,BYE,,,,,,,,,,0.0,0.0
616,Jakob Johnson   HOU,RB,7,0.0,0.0,0.0,,,BYE,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0
616,Travis Vokolek   ARI,TE,3,0.0,0.0,,,0.0,,,BYE,,,,,,,,,,0.0,0.0
616,Jeremiah Webb   NE,WR,1,0.0,,,,,,,,,,,,,BYE,,,,0.0,0.0
616,Jack Westover   NE,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0
616,Russell Gage Jr.   SF,WR,1,0.0,,,,,,,,,,,,,BYE,,,,0.0,0.0
616,Patrick Murtagh   DEN,TE,1,0.0,,,,,,,,,,,BYE,,,,,,0.0,0.0
616,Jeff Wilson Jr.   MIA,RB,1,0.0,,,,,,,,,,,BYE,,,,,,0.0,0.0
616,DeAndre Carter   CLE,WR,5,0.0,0.0,0.0,0.0,,,,,BYE,,,0.0,,,,,,0.0,0.0
616,Brady Russell   SEA,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
616,Isaac Guerendo   SF,RB,8,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,BYE,,,,0.0,0.0
616,Jason Brownlee   KC,WR,5,0.0,0.0,0.0,,0.0,0.0,,,,BYE,,,,,,,,0.0,0.0
616,Ulysses Bentley IV   IND,RB,1,0.0,,,,,,,,,,BYE,,,,,,,0.0,0.0
616,Ko Kieft   TB,TE,3,0.0,0.0,0.0,,,,,,BYE,,,,,,,,,0.0,0.0
616,Robbie Ouzts   SEA,TE,11,0.0,0.0,0.0,,,,,BYE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
616,Cameron Latu   PHI,TE,14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
616,Jordan Mims   TEN,RB,1,,0.0,,,,,,,,BYE,,,,,,,,0.0,0.0
616,Brayden Willis   SF,TE,6,,0.0,0.0,0.0,0.0,0.0,,,,,,,,BYE,,,0.0,0.0,0.0
616,James Winchester   KC,TE,3,,0.0,0.0,,,,,,,BYE,,,,,,0.0,,0.0,0.0
616,Logan Woodside   ARI,QB,3,,0.0,0.0,0.0,,,,BYE,,,,,,,,,,0.0,0.0
616,Dominic Lovett   DET,WR,8,,0.0,0.0,0.0,0.0,0.0,,BYE,,0.0,0.0,,,0.0,,,,0.0,0.0
616,Treyton Welch   NO,TE,2,,,0.0,,,,,,,,BYE,,,,,,0.0,0.0,0.0
616,Xazavian Valladay   MIN,RB,1,,,0.0,,,BYE,,,,,,,,,,,,0.0,0.0
616,Dalevon Campbell   LAC,WR,2,,,0.0,0.0,,,,,,,,BYE,,,,,,0.0,0.0
616,Sincere McCormick   DEN,RB,1,,,0.0,,,,,,,,,BYE,,,,,,0.0,0.0
616,Simi Fehoko   ARI,WR,7,,,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,,,,,,,,0.0,0.0
616,Malik Turner   SF,WR,3,,,0.0,,0.0,,0.0,,,,,,,BYE,,,,0.0,0.0
616,Brett Rypien   MIN,QB,1,,,0.0,,,BYE,,,,,,,,,,,,0.0,0.0
616,Kaden Davis   CLE,WR,2,,,0.0,,,,,,BYE,,0.0,,,,,,,0.0,0.0
616,Jordan James   SF,RB,2,,,0.0,,,,,,,,,,,BYE,,0.0,,0.0,0.0
616,Jalen Moreno-Cropper   DAL,WR,4,,,0.0,0.0,0.0,0.0,,,,BYE,,,,,,,,0.0,0.0
616,Stephen Carlson   CHI,TE,2,,,,0.0,BYE,,,0.0,,,,,,,,,,0.0,0.0
616,Jalen Royals   KC,WR,6,,,,0.0,0.0,0.0,0.0,,,BYE,,,,,,0.0,0.0,0.0,0.0
616,Kenny Yeboah   DET,TE,1,,,,0.0,,,,BYE,,,,,,,,,,0.0,0.0
616,Trey Sermon   PIT,RB,3,,,,0.0,BYE,,,,0.0,0.0,,,,,,,,0.0,0.0
616,Jackson Meeks   DET,WR,2,,,,0.0,,,,BYE,,,0.0,,,,,,,0.0,0.0
616,Nick Vannett   LAR,TE,4,,,,0.0,0.0,,,BYE,0.0,,,,,0.0,,,,0.0,0.0
616,Avery Williams   NYJ,RB,1,,,,,0.0,,,,BYE,,,,,,,,,0.0,0.0
616,Jacob Cowing   SF,WR,1,,,,,0.0,,,,,,,,,BYE,,,,0.0,0.0
616,Ja'Corey Brooks   WAS,WR,1,,,,,,0.0,,,,,,BYE,,,,,,0.0,0.0
616,Lew Nichols III   PIT,RB,2,,,,,BYE,0.0,,,0.0,,,,,,,,,0.0,0.0
616,Parris Campbell   DAL,WR,1,,,,,,0.0,,,,BYE,,,,,,,,0.0,0.0
616,Thomas Fidone II   NYG,TE,2,,,,,,,0.0,,0.0,,,,,BYE,,,,0.0,0.0
616,Kye Robichaux   DET,RB,1,,,,,,,0.0,BYE,,,,,,,,,,0.0,0.0
616,Laquon Treadwell   IND,WR,8,,,,,,,0.0,,,0.0,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Cade McDonald   CLE,WR,1,,,,,,,0.0,,BYE,,,,,,,,,0.0,0.0
616,E.J. Jenkins   PHI,TE,2,,,,,,,0.0,,BYE,,,,,,,0.0,,0.0,0.0
616,Quinton Bell   MIA,WR,4,,,,,,,0.0,,,0.0,,BYE,,,,0.0,0.0,0.0,0.0
616,Eric Gray   NYG,RB,3,,,,,,,0.0,,,,,0.0,,BYE,,,0.0,0.0,0.0
616,Hayden Rucci   MIA,TE,4,,,,,,,,0.0,0.0,0.0,0.0,BYE,,,,,,0.0,0.0
616,Michael Burton   DEN,RB,1,,,,,,,,0.0,,,,BYE,,,,,,0.0,0.0
616,Brandon Smith   NE,WR,1,,,,,,,,0.0,,,,,,BYE,,,,0.0,0.0
616,Raheem Blackshear   PIT,RB,1,,,,,BYE,,,0.0,,,,,,,,,,0.0,0.0
616,Princeton Fant   DAL,TE,1,,,,,,,,,0.0,BYE,,,,,,,,0.0,0.0
616,Marcedes Lewis   DEN,TE,5,,,,,,,,,0.0,0.0,0.0,BYE,,0.0,,,0.0,0.0,0.0
616,Stetson Bennett IV   LAR,QB,1,,,,,,,,BYE,0.0,,,,,,,,,0.0,0.0
616,Nick Kallerup   SEA,TE,9,,,,,,,,BYE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Ricky White III   SEA,WR,2,,,,,,,,BYE,0.0,0.0,,,,,,,,0.0,0.0
616,Dan Chisena   CAR,WR,1,,,,,,,,,,0.0,,,,BYE,,,,0.0,0.0
616,Dalen Cambre   NYG,WR,5,,,,,,,,,,,0.0,0.0,0.0,BYE,0.0,,0.0,0.0,0.0
616,Elijah Mitchell   NE,RB,1,,,,,,,,,,,0.0,,,BYE,,,,0.0,0.0
616,Chase Edmonds   WAS,RB,3,,,,,,,,,,,0.0,BYE,,,0.0,,0.0,0.0,0.0
616,Nikola Kalinic   CHI,TE,1,,,,,BYE,,,,,,,0.0,,,,,,0.0,0.0
616,Chris Collier   LV,RB,1,,,,,,,,BYE,,,,0.0,,,,,,0.0,0.0
616,Deion Hankins   CHI,RB,1,,,,,BYE,,,,,,,0.0,,,,,,0.0,0.0
616,Gary Brightwell   CIN,RB,2,,,,,,,,,,BYE,,0.0,0.0,,,,,0.0,0.0
616,Britain Covey   PHI,WR,5,,,,,,,,,BYE,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Zach Horton   DET,TE,1,,,,,,,,BYE,,,,,0.0,,,,,0.0,0.0
616,Keilan Robinson   NYJ,RB,1,,,,,,,,,BYE,,,,0.0,,,,,0.0,0.0
616,Jashaun Corbin   NE,RB,1,,,,,,,,,,,,,0.0,BYE,,,,0.0,0.0
616,DJ Turner   LV,WR,1,,,,,,,,BYE,,,,,,0.0,,,,0.0,0.0
616,Alexander Mattison   MIA,RB,2,,,,,,,,,,,,BYE,,0.0,0.0,,,0.0,0.0
616,Chandler Brayboy   JAC,WR,1,,,,,,,,BYE,,,,,,,0.0,,,0.0,0.0
616,Jordan Moore   CIN,WR,1,,,,,,,,,,BYE,,,,,0.0,,,0.0,0.0
616,Giovanni Ricci   DET,TE,3,,,,,,,,BYE,,,,,,,0.0,0.0,0.0,0.0,0.0
616,Chris Blair   ATL,WR,3,,,,,BYE,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
616,Coleman Owen   IND,WR,2,,,,,,,,,,,BYE,,,,0.0,0.0,,0.0,0.0
616,Kristian Wilkerson   TEN,WR,1,,,,,,,,,,BYE,,,,,0.0,,,0.0,0.0
616,Lawrence Cager   WAS,WR,1,,,,,,,,,,,,BYE,,,,0.0,,0.0,0.0
