Season,Rank,Player,ATT,YDS,Y/A,LG,20+,TD,TGT,REC,YDS,Y/R,TD,FL,G,FPTS,FPTS/G,ROST
2004,11,Priest Holmes (KC),196,892,4.6,33,3,14,25,19,187,9.8,1,2,8,193.9,24.2,0.00%
2004,12,Clinton Portis (WAS),343,"1,315",3.8,64,5,5,57,40,235,5.9,2,4,15,193.6,12.9,0.00%
2004,13,Reuben Droughns (DEN),275,"1,240",4.5,51,8,6,44,32,241,7.5,2,3,16,190.1,11.9,0.00%
2004,14,Warrick Dunn (ATL),265,"1,106",4.2,60,5,9,39,29,294,10.1,0,2,16,190,11.9,0.00%
2004,15,Ahman Green (GB),259,"1,163",4.5,90,6,7,48,40,275,6.9,1,4,15,188.6,12.6,0.00%
2004,16,Jerome Bettis (PIT),250,941,3.8,29,3,13,8,6,46,7.7,0,0,14,181.1,12.9,0.00%
2004,17,Michael Pittman (TB),219,926,4.2,78,2,7,65,41,391,9.5,3,6,13,179.7,13.8,0.00%
2004,18,Thomas Jones (CHI),240,948,4,54,2,7,72,56,427,7.6,0,1,14,177.5,12.7,0.00%
2004,19,Deuce McAllister (NO),269,"1,074",4,71,5,9,48,34,228,6.7,0,4,14,176.2,12.6,0.00%
2004,20,Fred Taylor (JAC),260,"1,224",4.7,46,9,2,58,36,345,9.6,1,2,14,170.9,12.2,0.00%
2004,21,Kevin Jones (DET),241,"1,133",4.7,74,11,5,41,28,180,6.4,1,1,15,165.3,11,0.00%
2004,22,Nick Goings (CAR),217,821,3.8,57,3,6,59,45,394,8.8,1,1,16,161.5,10.1,0.00%
2004,23,Emmitt Smith (ARI),267,937,3.5,29,4,9,20,15,105,7,0,1,15,161,10.7,0.00%
2004,24,Jamal Lewis (BAL),235,"1,006",4.3,75,5,7,12,10,116,11.6,0,0,12,154.2,12.8,0.00%
2004,25,Larry Johnson (KC),120,581,4.8,46,4,9,29,22,278,12.6,2,0,8,151.9,19,0.00%
2004,26,Chris Brown (TEN),220,"1,067",4.9,52,5,6,29,20,147,7.4,0,4,11,149.4,13.6,0.00%
2004,27,Kevan Barlow (SF),244,822,3.4,60,5,7,45,35,212,6.1,0,2,15,141.4,9.4,0.00%
2004,28,Marshall Faulk (LAR),195,774,4,40,2,3,65,50,310,6.2,1,1,14,134.4,9.6,0.00%
2004,29,Derrick Blaylock (KC),118,539,4.6,24,3,8,36,25,246,9.8,1,0,12,132.5,11,0.00%
2004,30,Onterrio Smith (MIN),124,544,4.4,38,4,2,45,36,394,10.9,2,1,11,117.8,10.7,0.00%
2004,31,Steven Jackson (LAR),134,673,5,48,5,4,24,19,189,9.9,0,1,14,110.2,7.9,0.00%
2004,32,Lee Suggs (CLE),199,744,3.7,39,3,2,36,20,178,8.9,1,3,10,104.2,10.4,0.00%
2004,33,Sammy Morris (MIA),132,523,4,35,2,6,28,22,124,5.6,0,0,13,100.7,7.7,0.00%
2004,34,Chester Taylor (BAL),160,714,4.5,47,3,2,38,30,184,6.1,0,1,16,99.8,6.2,0.00%
2004,35,T.J. Duckett (ATL),104,509,4.9,35,6,8,3,3,15,5,0,2,12,96.4,8,0.00%
2004,36,Duce Staley (PIT),192,830,4.3,38,3,1,12,6,55,9.2,0,2,10,90.5,9.1,0.00%
2004,37,Antowain Smith (TEN),137,509,3.7,43,2,4,26,22,169,7.7,0,1,11,89.8,8.2,0.00%
2004,38,Amos Zereoue (OAK),112,425,3.8,55,1,3,48,39,284,7.3,0,1,15,86.9,5.8,0.00%
2004,39,William Green (CLE),163,585,3.6,46,4,2,22,14,84,6,0,2,14,74.9,5.4,0.00%
2004,40,Dorsey Levens (PHI),94,410,4.4,45,1,4,14,9,92,10.2,0,0,13,74.2,5.7,0.00%
2004,41,Eddie George (DAL),132,432,3.3,24,2,4,13,9,83,9.2,0,1,13,73.5,5.7,0.00%
2004,42,LaMont Jordan (NYJ),93,479,5.2,33,3,2,16,15,112,7.5,0,0,16,69.1,4.3,0.00%
2004,43,Jonathan Wells (HOU),82,299,3.6,14,0,3,16,11,79,7.2,2,1,15,67.8,4.5,0.00%
2004,44,Tony Fisher (GB),65,224,3.4,24,1,0,42,38,277,7.3,2,0,16,66.4,4.1,0.00%
2004,45,Kevin Faulk (NE),54,255,4.7,20,1,2,30,26,248,9.5,1,1,11,66.3,6,0.00%
2004,46,Tyrone Wheatley (OAK),85,327,3.8,60,2,4,15,15,78,5.2,0,0,8,64.5,8.1,0.00%
2004,47,Travis Minor (MIA),109,388,3.6,34,2,3,27,13,75,5.8,0,0,11,64.3,5.8,0.00%
2004,48,Anthony Thomas (CHI),122,404,3.3,41,2,2,23,17,132,7.8,0,1,12,63.6,5.3,0.00%
2004,48,Tatum Bell (DEN),75,396,5.3,29,2,3,7,5,80,16,0,1,10,63.6,6.4,0.00%
2004,50,Moe Williams (MIN),30,161,5.4,49,1,3,27,21,233,11.1,1,0,14,63.4,4.5,0.00%
2003,1,Priest Holmes (KC),320,"1,420",4.4,31,6,27,90,74,690,9.3,0,1,16,371,23.2,0.00%
2003,2,LaDainian Tomlinson (LAC),313,"1,645",5.3,73,12,13,137,100,725,7.3,4,0,16,343.8,21.5,0.00%
2003,3,Ahman Green (GB),355,"1,883",5.3,98,15,15,60,50,367,7.3,5,5,16,335,20.9,0.00%
2003,4,Jamal Lewis (BAL),387,"2,066",5.3,82,16,14,38,26,205,7.9,0,6,16,299.1,18.7,0.00%
2003,5,Clinton Portis (DEN),290,"1,591",5.5,65,13,14,51,38,314,8.3,0,1,13,274.5,21.1,0.00%
2003,6,Shaun Alexander (SEA),326,"1,435",4.4,55,9,14,59,42,295,7,2,3,16,263,16.4,0.00%
2003,7,Deuce McAllister (NO),351,"1,641",4.7,76,16,8,86,69,516,7.5,0,4,16,255.7,16,0.00%
2003,8,Fred Taylor (JAC),345,"1,572",4.6,62,10,6,74,48,370,7.7,1,4,16,228.2,14.3,0.00%
2003,9,Ricky Williams (MIA),392,"1,372",3.5,45,6,9,62,50,351,7,1,5,16,222.3,13.9,0.00%
2003,10,Edgerrin James (IND),310,"1,259",4.1,43,3,11,71,51,292,5.7,0,3,13,215.1,16.5,0.00%
2003,11,Travis Henry (BUF),331,"1,356",4.1,64,5,10,40,28,158,5.6,1,3,15,209.4,14,0.00%
2003,12,Stephen Davis (CAR),318,"1,444",4.5,40,11,8,17,14,159,11.4,0,3,14,202.3,14.4,0.00%
2003,13,Moe Williams (MIN),174,745,4.3,61,2,5,85,65,644,9.9,3,1,16,184.9,11.6,0.00%
2003,14,Domanick Williams (HOU),238,"1,031",4.3,51,5,8,68,47,351,7.5,0,3,14,180.2,12.9,0.00%
2003,15,Marshall Faulk (LAR),209,818,3.9,52,5,10,61,45,290,6.4,1,0,11,176.8,16.1,0.00%
2003,16,Tiki Barber (NYG),278,"1,216",4.4,27,4,2,98,69,461,6.7,1,6,16,175.7,11,0.00%
2003,17,Kevan Barlow (SF),201,"1,024",5.1,78,6,6,44,35,307,8.8,1,4,16,167.1,10.4,0.00%
2003,18,Curtis Martin (NYJ),323,"1,308",4,56,5,2,53,42,262,6.2,0,2,16,165,10.3,0.00%
2003,19,Rudi Johnson (CIN),215,957,4.5,54,5,9,23,21,146,7,0,0,13,164.3,12.6,0.00%
2003,20,Brian Westbrook (PHI),117,613,5.2,62,6,7,48,37,332,9,4,2,15,156.5,10.4,0.00%
2003,21,Eddie George (TEN),312,"1,031",3.3,27,2,5,31,22,163,7.4,0,0,16,149.4,9.3,0.00%
2003,22,T.J. Duckett (ATL),197,779,4,55,5,11,13,11,94,8.5,0,2,16,149.3,9.3,0.00%
2003,23,Michael Pittman (TB),187,751,4,17,0,0,120,75,597,8,2,1,16,144.8,9.1,0.00%
2003,24,Anthony Thomas (CHI),244,"1,024",4.2,67,7,6,14,9,36,4,0,0,13,142,10.9,0.00%
2003,25,Troy Hambrick (DAL),275,972,3.5,42,3,5,24,17,99,5.8,0,3,16,131.1,8.2,0.00%
2003,26,Warrick Dunn (ATL),125,672,5.4,69,7,3,52,37,336,9.1,2,1,11,128.8,11.7,0.00%
2003,27,Jerome Bettis (PIT),246,811,3.3,21,2,7,22,13,86,6.6,0,4,16,125.7,7.9,0.00%
2003,28,Duce Staley (PHI),96,463,4.8,22,1,5,47,36,382,10.6,2,2,16,122.5,7.7,0.00%
2003,29,Garrison Hearst (SF),178,768,4.3,36,3,3,38,25,211,8.4,1,2,12,117.9,9.8,0.00%
2003,29,Charlie Garner (OAK),120,553,4.6,33,4,3,70,48,386,8,1,0,14,117.9,8.4,0.00%
2003,31,Correll Buckhalter (PHI),126,542,4.3,64,4,8,14,10,133,13.3,1,2,15,117.5,7.8,0.00%
2003,32,Shawn Bryson (DET),158,606,3.8,39,4,3,72,54,340,6.3,0,0,16,112.6,7,0.00%
2003,33,Richie Anderson (DAL),70,306,4.4,19,0,1,87,69,493,7.1,4,0,15,109.9,7.3,0.00%
2003,34,Onterrio Smith (MIN),107,579,5.4,47,4,5,20,15,129,8.6,0,0,15,102.8,6.9,0.00%
2003,35,Kevin Faulk (NE),178,638,3.6,23,1,0,66,48,440,9.2,0,4,15,99.8,6.7,0.00%
2003,35,Tyrone Wheatley (OAK),159,678,4.3,41,4,4,18,12,120,10,0,2,15,99.8,6.7,0.00%
2003,37,Marcel Shipp (ARI),228,830,3.6,36,3,0,37,30,184,6.1,0,3,16,95.4,6,0.00%
2003,38,Thomas Jones (TB),137,627,4.6,61,2,3,31,24,180,7.5,0,2,15,94.7,6.3,0.00%
2003,39,Antowain Smith (NE),182,642,3.5,30,3,3,16,14,92,6.6,0,1,13,89.4,6.9,0.00%
2003,40,Amos Zereoue (PIT),132,433,3.3,22,1,2,51,40,310,7.8,0,0,16,86.3,5.4,0.00%
2003,41,Trung Canidate (WAS),142,600,4.2,38,3,1,15,10,71,7.1,1,0,11,79.1,7.2,0.00%
2003,42,Rock Cartwright (WAS),107,411,3.8,22,2,4,27,18,176,9.8,0,2,15,78.7,5.2,0.00%
2003,43,Corey Dillon (CIN),138,541,3.9,39,3,2,18,11,71,6.5,0,0,13,73.2,5.6,0.00%
2003,44,DeShaun Foster (CAR),113,429,3.8,21,1,0,35,26,207,8,2,3,14,69.6,5,0.00%
2003,45,Jamel White (CLE),70,266,3.8,23,2,1,69,46,303,6.6,1,1,16,66.9,4.2,0.00%
2003,46,William Green (CLE),142,559,3.9,26,2,1,14,10,50,5,0,2,7,62.9,9,0.00%
2003,47,Michael Bennett (MIN),90,447,5,28,3,1,14,12,132,11,0,1,8,61.9,7.7,0.00%
2003,48,James Jackson (CLE),102,382,3.7,18,0,3,18,14,114,8.1,0,3,11,61.6,5.6,0.00%
2003,49,Mike Anderson (DEN),70,257,3.7,44,2,3,15,12,53,4.4,2,0,12,61,5.1,0.00%
2003,50,Zack Crockett (OAK),48,145,3,44,1,7,12,7,53,7.6,0,1,15,59.8,4,0.00%
2002,1,Priest Holmes (KC),313,"1,615",5.2,56,9,21,81,70,672,9.6,3,1,14,370.7,26.5,0.00%
2002,2,Ricky Williams (MIA),383,"1,853",4.8,63,7,16,59,47,363,7.7,1,5,16,313.6,19.6,0.00%
2002,3,LaDainian Tomlinson (LAC),372,"1,683",4.5,76,12,14,101,79,489,6.2,1,1,16,305.2,19.1,0.00%
2002,4,Clinton Portis (DEN),273,"1,508",5.5,59,11,15,48,33,364,11,2,3,16,283.2,17.7,0.00%
2002,5,Shaun Alexander (SEA),295,"1,175",4,58,10,16,78,59,460,7.8,2,1,16,269.5,16.8,0.00%
2002,6,Deuce McAllister (NO),325,"1,388",4.3,62,10,13,74,47,352,7.5,3,3,15,264,17.6,0.00%
2002,7,Charlie Garner (OAK),182,962,5.3,36,8,7,111,91,941,10.3,4,0,16,256.3,16,0.00%
2002,8,Tiki Barber (NYG),304,"1,387",4.6,70,12,11,95,69,597,8.7,0,6,16,252.4,15.8,0.00%
2002,9,Travis Henry (BUF),325,"1,438",4.4,34,10,13,59,43,309,7.2,1,8,16,242.7,15.2,0.00%
2002,10,Eddie George (TEN),343,"1,165",3.4,35,1,12,46,36,255,7.1,2,1,16,226,14.1,0.00%
2002,11,Fred Taylor (JAC),287,"1,314",4.6,63,8,8,57,49,408,8.3,0,2,16,220.2,13.8,0.00%
2002,12,Ahman Green (GB),286,"1,240",4.3,43,7,7,74,57,393,6.9,2,3,14,211.3,15.1,0.00%
2002,13,Duce Staley (PHI),269,"1,029",3.8,57,4,5,69,51,541,10.6,3,0,16,207,12.9,0.00%
2002,14,Jamal Lewis (BAL),308,"1,327",4.3,75,10,6,60,47,442,9.4,1,7,16,204.9,12.8,0.00%
2002,15,Marshall Faulk (LAR),212,953,4.5,44,5,8,102,80,537,6.7,2,3,14,203,14.5,0.00%
2002,16,Corey Dillon (CIN),314,"1,311",4.2,67,5,7,61,43,298,6.9,0,2,16,198.9,12.4,0.00%
2002,17,Michael Bennett (MIN),255,"1,296",5.1,85,9,5,41,37,351,9.5,1,3,16,194.7,12.2,0.00%
2002,18,Curtis Martin (NYJ),261,"1,094",4.2,35,5,7,56,49,362,7.4,0,0,16,189.6,11.9,0.00%
2002,19,Garrison Hearst (SF),215,972,4.5,40,6,8,69,48,317,6.6,1,3,16,178.9,11.2,0.00%
2002,20,Warrick Dunn (ATL),230,927,4,59,6,7,65,50,377,7.5,2,3,15,178.4,11.9,0.00%
2002,21,James Stewart (DET),231,"1,021",4.4,56,9,4,70,46,333,7.2,2,0,14,171.4,12.2,0.00%
2002,22,Marcel Shipp (ARI),188,834,4.4,56,5,6,49,38,413,10.9,3,4,15,170.7,11.4,0.00%
2002,23,Antowain Smith (NE),252,982,3.9,42,3,6,42,31,243,7.8,2,1,16,170.5,10.7,0.00%
2002,24,Edgerrin James (IND),277,989,3.6,20,3,2,80,61,354,5.8,1,2,14,150.3,10.7,0.00%
2002,25,Stephen Davis (WAS),207,820,4,33,3,7,33,23,142,6.2,1,4,12,136.2,11.4,0.00%
2002,26,Emmitt Smith (DAL),254,975,3.8,30,5,5,24,16,89,5.6,0,1,16,134.4,8.4,0.00%
2002,27,Moe Williams (MIN),84,414,4.9,44,3,11,41,27,251,9.3,0,0,16,132.5,8.3,0.00%
2002,28,William Green (CLE),243,887,3.7,64,4,6,27,16,113,7.1,0,2,16,132,8.2,0.00%
2002,29,Amos Zereoue (PIT),193,762,3.9,42,4,4,53,42,341,8.1,0,2,16,130.3,8.1,0.00%
2002,30,Lamar Smith (CAR),209,737,3.5,59,3,7,26,20,167,8.4,0,2,11,128.4,11.7,0.00%
2002,31,Jerome Bettis (PIT),187,666,3.6,41,2,9,9,7,57,8.1,0,1,12,124.3,10.4,0.00%
2002,32,Michael Pittman (TB),204,718,3.5,21,1,1,86,59,477,8.1,0,2,16,121.5,7.6,0.00%
2002,33,Anthony Thomas (CHI),214,721,3.4,34,3,6,41,24,163,6.8,0,3,12,118.4,9.9,0.00%
2002,34,Mike Alstott (TB),146,548,3.8,32,5,5,48,35,242,6.9,2,2,16,117,7.3,0.00%
2002,35,Jamel White (CLE),106,470,4.4,54,2,3,86,63,452,7.2,0,0,14,110.2,7.9,0.00%
2002,36,Kevan Barlow (SF),145,675,4.7,35,4,4,21,14,136,9.7,1,1,14,109.1,7.8,0.00%
2002,37,Stacey Mack (JAC),98,436,4.4,23,6,9,13,11,79,7.2,0,0,16,105.5,6.6,0.00%
2002,38,Kevin Faulk (NE),52,271,5.2,45,2,2,53,37,379,10.2,3,1,15,93,6.2,0.00%
2002,39,Kenny Watson (WAS),116,534,4.6,24,2,1,43,32,253,7.9,1,0,16,90.7,5.7,0.00%
2002,40,James Allen (HOU),155,519,3.3,32,1,0,57,47,302,6.4,0,1,16,86.3,5.4,0.00%
2002,41,James Mungro (IND),97,336,3.5,49,3,8,16,13,81,6.2,0,2,9,85.7,9.5,0.00%
2002,42,T.J. Duckett (ATL),130,507,3.9,33,1,4,11,9,61,6.8,0,0,12,80.8,6.7,0.00%
2002,43,Mike Anderson (DEN),84,386,4.6,32,1,2,24,18,167,9.3,2,1,15,77.3,5.2,0.00%
2002,44,Jonathan Wells (HOU),197,529,2.7,37,2,3,12,9,48,5.3,0,1,16,73.7,4.6,0.00%
2002,45,Thomas Jones (ARI),138,511,3.7,58,2,2,30,20,113,5.7,0,2,9,70.4,7.8,0.00%
2002,46,Dee Brown (CAR),102,360,3.5,24,2,4,33,17,86,5.1,1,3,12,66.6,5.6,0.00%
2002,47,Ron Dayne (NYG),125,428,3.4,30,1,3,12,11,49,4.5,0,1,16,63.7,4,0.00%
2002,48,Dorsey Levens (PHI),75,411,5.5,47,3,1,28,19,124,6.5,1,1,16,63.5,4,0.00%
2002,49,Lamar Gordon (LAR),65,228,3.5,29,2,1,38,30,278,9.3,2,3,12,62.6,5.2,0.00%
2002,50,LaMont Jordan (NYJ),84,316,3.8,61,1,3,23,17,160,9.4,0,2,14,61.6,4.4,0.00%
